Date,Hour,Minute,Positive,Negative,Tweet,Translated_Tweet,Keyword(s),Tweet_link
2022.08.22,12,25,1, ,"RT @BB45_Colorado: 9. mRNAワクチンでは心筋炎・心膜炎などのたいへん希な疾患が副反応として優位に発生する

10. タンパク質抗原ワクチンでも心膜炎がファイザー並みに出現する100万人規模統計がある","RT @BB45_Colorado: 9. Very rare diseases such as myocarditis and pericarditis occur predominantly as side effects with mRNA vaccines

10. There is a statistic of 1 million people that pericarditis occurs even with protein antigen vaccine as well as Pfizer",well,https://twitter.com/twitter/status/1561691071641313280
2022.08.22,12,25,1, ,"RT @BB45_Colorado: まだ学術的報告がないが、懸念されていること

12. 第1世代ワクチンの運用による抗原原罪＊の発生

＊最初に応答した抗原を人体が記憶してしまい、類似した他の抗原への応答ができなくなること。ウイルスの変異などによる抗原の変化に応答できず、有…","RT @BB45_Colorado: No academic reports yet, but concerns

12. Occurrence of original antigenic sin* due to the use of first-generation vaccines

* The human body remembers the first antigen it responds to, and becomes unable to respond to other similar antigens. Inability to respond to changes in antigens due to viral mutations, etc.",original,https://twitter.com/twitter/status/1561691132819435521
2022.08.22,12,25,1, ,"ヘルペス出来た、実は私も出来ました〜😭
（そんなに出来るもの？）

カロナール飲んだ、常備してるから安心。
（うーん😥）

ワクチン接種に行ったかかりつけ医が""特別""に診てくれた。常連だからかな？
（ｽﾐﾏｾﾝそこ、私がヤブ医者認定してる医院です😅）

流石に思った事は口にはしませんけど🤭","I got herpes, actually I got it too 😭
(Is that possible?)

I drank caronal, so I'm safe because I always have it.
(Hmm 😥)

The family doctor who went to get the vaccine gave me a ""special"" checkup. Is it because they are regulars?
(Sorry, that's the clinic where I'm a certified doctor 😅)

As expected, I won't say what I thought, but 🤭",safe,https://twitter.com/twitter/status/1561691132815220737
2022.08.22,12,25, ,1,"RT @TotalWorld1: 「ワクチン接種のおもな目的は重症化を予防することであって、岸田氏が感染すること自体は不思議ではない」と言うネット記事を見ましたが、どこまで厚顔無恥なのか。

最初はワクチン接種したら、感染しないと言っていたのを忘れたとでも思っているのでしょうか…","RT @TotalWorld1: I saw an online article saying, ``The main purpose of vaccination is to prevent aggravation, and it is no wonder that Mr. Kishida is infected,'' but how shameless is it? .

You think I forgot to say that if I get the vaccine in the first place, he won't get it...",no,https://twitter.com/twitter/status/1561691126985560066
2022.08.22,12,26,1, ,"RT @GoodBye_Nuclear: 久住英二医師
「たぶんこのワクチンの効果は10年以上続くと思います」（1回2回射ってですか？）「そうです」

しばらくして
「ワクチンってもともと3回射つのがスタンダード」

こういう人物をよくテレビは使いますよね。地上波テレビは最大の…","RT @GoodBye_Nuclear: Dr. Eiji Kusumi
""I think this vaccine will probably last for more than 10 years."" (Two shots once?) ""Yes.""

After a while
""The standard for vaccines is to inject three times.""

People like this are often used on TV. Terrestrial television is the largest…",like,https://twitter.com/twitter/status/1561691188239147008
2022.08.22,12,26,1, ,RT @hpvvwisdom: たぬきち氏は「ワクチンの副反応が問題になって積極勧奨が中止されたのはマスコミの反ワクキャンペーンのせい」と主張する陰謀論者なのですが、そんなキャンペーンをしているはずのマスコミが「訴訟を熱心に追わなくなった」とも書いていて、主張に矛盾をきたしてい…,"RT @hpvvwisdom: Mr. Tanukichi is a conspiracy theorist who claims that ``the reason for the suspension of active recommendation due to the side effects of the vaccine was the anti-vaccine campaign in the mass media.'' The media also wrote that they ""couldn't pursue lawsuits as enthusiastically"", which contradicts their claims...",active,https://twitter.com/twitter/status/1561691188000083968
2022.08.22,12,26, ,1,"RT @iPEbuN8uMQEd0mZ: 大手民放のワクチンのCMが
今までは政府CMやったけど
しれっとスポンサーがファイザーに変わってる模様
大手新聞のワクチン広告も

これでワクチン被害を大手メディアで取り上げる事はなくなるやろな

今までもほとんど取り上げられてないから…","RT @iPEbuN8uMQEd0mZ: CM of a major commercial vaccine
Until now, I've done government commercials
It seems that the sponsor has changed to Pfizer
Vaccine ads in major newspapers

With this, vaccine damage will no longer be covered by major media.

It hasn't been mentioned much so far...",damage,https://twitter.com/twitter/status/1561691183327260672
2022.08.22,12,26, ,1,"RT @fxi9ttSrGrL5Hnx: ついに、75年間隠し続けるつもりだったファイザーワクチンの有害事象1291例や接種後死亡1223人等のが含まれる機密文書が裁判に負け公開されている事実を神戸のサンテレビが取り上げられた。

国会でその事実が追及され厚労省がその事実を認め…","RT @fxi9ttSrGrL5Hnx: Finally, Sun TV in Kobe picked up the fact that confidential documents including 1291 cases of adverse events of Pfizer vaccine and 1223 deaths after vaccination, which were intended to be hidden for 75 years, were released in court. rice field.

The fact was investigated in the Diet and the Ministry of Health, Labor and Welfare acknowledged the fact...",adverse,https://twitter.com/twitter/status/1561691182341959680
2022.08.22,12,26, ,1,RT @diplo_geo: ワクチン推進のカラクリは、ファイザーの株主であるSGI(創価学会インターナショナル)とゲイツ財団が手を組み、学会員が多く在籍する厚労省と、製薬会社と癒着する感染症の専門家が旗振り役となり、日本政府の財源で大量にワクチンを購入し、総動員して国民に接種…,"RT @diplo_geo: Vaccine promotion mechanism is a partnership between SGI (Soka Gakkai International), a shareholder of Pfizer, and the Gates Foundation, and the Ministry of Health, Labor and Welfare, where many academic members are enrolled, and an infectious disease expert who is in close contact with pharmaceutical companies. became a flag bearer, purchased a large amount of vaccines with the financial resources of the Japanese government, and mobilized all to vaccinate the public.",disease,https://twitter.com/twitter/status/1561691179292377088
2022.08.22,12,26, ,1,"RT @Tamama0306: これが正常な報道です

🇦🇺オーストラリアのニュース詰め合わせ

コロナワクチンによる血栓症で集中治療室に運ばれました
18歳の医療従事者が接種後に血栓になりました
ファイザー製ワクチンで病気になった10代の少女が助けを求めています

呪詛 ht…","RT @Tamama0306: this is normal coverage

🇦🇺 Australian News Pack

I was taken to the intensive care unit for thrombosis from the corona vaccine
18-year-old health care worker develops blood clots after vaccination
Teenage girl sick from Pfizer vaccine seeks help

curse ht…",sick,https://twitter.com/twitter/status/1561691237572296706
2022.08.22,12,26, ,1,"RT @heyy_ime: コロナワクチン接種券に同封されている説明書。

きちんと読みましたか？

『感染予防効果は明らかになっていない。使用されたことのない添加物が含まれている。明らかになっていない副反応が出る可能性がある。』

と書いてあります。

そして、一体何が入って…","RT @heyy_ime: Instructions enclosed with the corona vaccination ticket.

Did you read it properly?

“Its efficacy in preventing infection is unknown. It contains additives that have never been used. Unexplained side effects may occur. 』

is what it reads.

And what's in it...",never,https://twitter.com/twitter/status/1561691231318872064
2022.08.22,12,26,1, ,"ワクチン後遺症について民放もやっと報道してくれるようになってきた。
ワクチンに慎重になる人が増えるといいな。 https://t.co/leBf5S7LVc","Commercial broadcasters are finally starting to report on the aftereffects of vaccines.
I hope more people will be cautious about vaccines. https://t.co/leBf5S7LVc",hope,https://twitter.com/twitter/status/1561691231192633344
2022.08.22,12,26,1, ,"RT @obgyntommy: HPVワクチンの接種1997-2006年度生まれの方は今なら無料です📣

積極的勧奨が差控えられていた期間に定期予防接種の対象であった方の中には、通知が届かず無料接種の機会を逃してしまった人が多いです。上記の女性を対象に、特例で2022年4月から…","RT @obgyntommy: HPV vaccination is now free for those born in 1997-2006📣

Among those who were eligible for routine immunization during the period when active recommendation was withheld, many missed the opportunity to receive free vaccinations because they did not receive notifications. For the above women, from April 2022 as a special case...",free,https://twitter.com/twitter/status/1561691289850384386
2022.08.22,12,26,1, ,"RT @XY72530849: Deloris Cahill 教授:　mRNAワクチン接種者は3～5年以内に死亡

mRNA ワクチンを接種した人は全員、たとえ1回しか接種しなくても、3～5年以内に死亡することを人々に正直に伝えなければならない

#mRNA #医療試験 #ワク…","RT @XY72530849: Professor Deloris Cahill: mRNA vaccine recipients die within 3-5 years

We have to be honest with people that everyone who gets an mRNA vaccine will die within 3-5 years, even if they only get one dose.

#mRNA #Medical test #Wak...",honest,https://twitter.com/twitter/status/1561691286188335105
2022.08.22,12,26, ,1,"是非ともみなさん知ってください。
ワクチンがあるってことは、それくらい防がなきゃいけない病ってこと。
命が救えるワクチンなんです。 https://t.co/oDqGjidVUm","Please let everyone know.
The fact that there is a vaccine means that it is a disease that must be prevented.
It's a vaccine that saves lives. https://t.co/oDqGjidVUm",disease,https://twitter.com/twitter/status/1561691282912600065
2022.08.22,12,26,1, ,"RT @yamikawadays: 新型コロナ関係のデマツイートが多くて、どれを信じたらいいか分からないそこの君！

コロナを「567」、ワクチンを「枠珍」とか変な変換をする人は100%デマだよ！

あと、日本で一番信用できるサイトはここだよ！
https://t.co/RIA…","RT @yamikawadays: There are a lot of false tweets about the new corona, and you don't know which one to believe!

People who convert corona to ""567"" and vaccine to ""frame rare"" are 100% hoaxes!

Also, the most reliable site in Japan is here!
https://t.co/RIA…",reliable,https://twitter.com/twitter/status/1561691281231060992
2022.08.22,12,26,1, ,"@aaankochaan ワクチンはしてたのかな？

ワクチンしてたら、重症化は避けれるはずだから…

お大事に…水分補給をしっかりね。","@aaankochaan Did you get vaccinated?

If you get vaccinated, you should be able to avoid serious illness...

Take care... stay hydrated.",able,https://twitter.com/twitter/status/1561691340781809665
2022.08.22,12,26,1, ,"RT @ivannn1110: ワクチン利権に群がる鬼畜が最も嫌がる薬、イベルメクチン。
#ワクチン利権 #ワクチン後遺症 #マスクは家畜の象徴です
コロナ騒動の中、アフリカの子供が一番元気だった・・・FLCCC コーリー博士 https://t.co/pZRKLueYvS h…","RT @ivannn1110: Ivermectin, the drug most hated by devils who flock to vaccine interests.
# Vaccine rights # Vaccine sequelae # Masks are a symbol of livestock
African children were the most energetic in the corona turmoil ... FLCCC Dr. Corey https://t.co/pZRKLueYvS h...",energetic,https://twitter.com/twitter/status/1561691339741626368
2022.08.22,12,26, ,1,"RT @80syaku: https://t.co/xZGMag3Sbl
#サンテレビニュース
ワクチン後遺症 ファイザー社の有害事象報告書と国内の症例報告 https://t.co/ptkn0DtULr","RT @80syaku: https://t.co/xZGMag3Sbl
#Sun TV news
Vaccine sequelae Pfizer's adverse event report and domestic case report https://t.co/ptkn0DtULr",adverse,https://twitter.com/twitter/status/1561691335744442368
2022.08.22,12,26, ,1,"RT @kirikabu11: @junmurot ワクチン3回目接種後に男女2人が死亡したと発表。
基礎疾患無し https://t.co/N1zRxYyWsZ","RT @kirikabu11: @junmurot Announced that two men and women died after the third vaccination.
No underlying disease https://t.co/N1zRxYyWsZ",disease,https://twitter.com/twitter/status/1561691331272904704
2022.08.22,12,26,1, ,"RT @onokid7: 責任とりたくないのも
ワクチンを打たせたいのも
わかった

わかったから

とりあえず

今の新型コロナは風邪の一種です

特別な対策をとる理由がありません

と、とりあえず国の見解として発表して下さい

健全な日常を取り戻すように国民にまず伝える…","RT @onokid7: I don't want to take responsibility
I want to get vaccinated
all right

because i understand

for now

The current new corona is a kind of cold

No reason to take special measures

And for the time being, please announce it as a country's opinion

First tell the people to restore a healthy daily life...",kind,https://twitter.com/twitter/status/1561691330740252672
2022.08.22,12,26, ,1,"@taisouji 変異株については私も含めて多くの人が指摘してきました。
インフルエンザの頃から変異株で既存のワクチンが効果が無くなることは周知の事実ですよね。
驚くほど無知で、経験に学ばない人なんでしょう。頭が悪いと大変ですね。","@taisouji Many people, myself included, have pointed out the mutations.
It's a well-known fact that existing vaccines are no longer effective in mutation stocks since the flu.
What an amazingly ignorant person who doesn't learn from experience. It's hard when you have a headache.",no,https://twitter.com/twitter/status/1561691328504770561
2022.08.22,12,26, ,1,RT @unkotaberuno: コロナ脳にデータやグラフを見て事実を理解してもらうのは無理だと1年以上前に気付いたのであまりそうはしなくなったが、奴らは「コロナは恐い。マスクとワクチンがワシらを救ってくれる」という宗教の信者なので、何を言っても脱会は困難と分かった。カルト宗…,"RT @unkotaberuno: I realized more than a year ago that it was impossible for the corona brain to understand the facts by looking at the data and graphs, so I stopped doing so, but they said, ""Corona is scary. Masks and vaccines I'm a believer in a religion that believes that will save us."" Cult…",impossible,https://twitter.com/twitter/status/1561691394661441536
2022.08.22,12,26, ,1,"RT @You3_JP: サンテレビからニュース

ファイザー社は機密にしていたが、提出された文書には、心臓や脳、神経など、１２９１種類のワクチンの有害事象が報告が記されていた。

これだけ沢山の種類の有害事象があると、どれかにはあたってしまうんじゃないだろうか。 https:…","RT @You3_JP: News from Sun TV

The document, which Pfizer kept confidential, contained reports of 1,291 vaccine-related adverse events, including those affecting the heart, brain, and nerves.

With so many types of adverse events, I wonder if it will hit one of them. https:…",adverse,https://twitter.com/twitter/status/1561691389712207873
2022.08.22,12,26, ,1,"RT @nonaka_shin: 感染していざ苦しくなったら救急車を呼ぶくらいなら最初からワクチン打ちなさい...そうでなければ、家でがまんしなさい。

と、産科の医師が言ってたみたいですが...医師の立場で言ってるなら【電車でマスクしてない人を殴った男性】と変わらんレベルの暴…","RT @nonaka_shin: If you're sick of being infected, rather than call an ambulance, get vaccinated from the beginning...otherwise, stay at home.

That's what the obstetrician doctor said, but if you're talking from a doctor's point of view, it's the same level of violence as [the man who punched someone who wasn't wearing a mask on the train]...",sick,https://twitter.com/twitter/status/1561691386818482176
2022.08.22,12,27,1, ,"RT @obgyntommy: HPVワクチンの接種1997-2006年度生まれの方は今なら無料です📣

積極的勧奨が差控えられていた期間に定期予防接種の対象であった方の中には、通知が届かず無料接種の機会を逃してしまった人が多いです。上記の女性を対象に、特例で2022年4月から…","RT @obgyntommy: HPV vaccination is now free for those born in 1997-2006📣

Among those who were eligible for routine immunization during the period when active recommendation was withheld, many missed the opportunity to receive free vaccinations because they did not receive notifications. For the above women, from April 2022 as a special case...",free,https://twitter.com/twitter/status/1561691446666997760
2022.08.22,12,27,1, ,"RT @yamikawadays: 新型コロナ関係のデマツイートが多くて、どれを信じたらいいか分からないそこの君！

コロナを「567」、ワクチンを「枠珍」とか変な変換をする人は100%デマだよ！

あと、日本で一番信用できるサイトはここだよ！
https://t.co/RIA…","RT @yamikawadays: There are a lot of false tweets about the new corona, and you don't know which one to believe!

People who convert corona to ""567"" and vaccine to ""frame rare"" are 100% hoaxes!

Also, the most reliable site in Japan is here!
https://t.co/RIA…",reliable,https://twitter.com/twitter/status/1561691442833043457
2022.08.22,12,27,1, ,"マスクもワクチンも調べない、
アプリも娯楽に使って、個人情報は漏れてる💢
お気楽にも程が過ぎてる👎
#マイナンバーカード https://t.co/5IcyfyvZ1w","I don't search for masks or vaccines,
The app is also used for entertainment, and personal information is leaked 💢
It's too late to take it easy 👎
# My number card https://t.co/5IcyfyvZ1w",easy,https://twitter.com/twitter/status/1561691496427843584
2022.08.22,12,27, ,1,"RT @ZInvester: ワクチン未接種の状態でワクチン3回目済みの異なる3人とマスクなしで会話
→ワクチン未接種者のみ発熱と頭痛、手首の痺れが発生

ここにきて、シェディングを疑ってます。","RT @ZInvester: Conversation without mask with 3 different unvaccinated and 3rd doses of vaccine
→ Fever, headache, and numbness in the wrist occur only in those who have not been vaccinated.

I'm here to suspect Shedding.",suspect,https://twitter.com/twitter/status/1561691494700183552
2022.08.22,12,27,1, ,"RT @RTAinJapan: 『RTA in Japan Winter 2022』の応募フォームを公開しました！
応募開始は8/27(土)21:00からとなりますので、内容をよく読んでお待ちください！
なお、今回も会場に来場される方は、新型コロナワクチンの2回以上の接種完了が…","RT @RTAinJapan: The application form for ""RTA in Japan Winter 2022"" has been released!
Applications will be accepted from 8/27 (Sat) at 21:00, so please read the details carefully before waiting!
In addition, if you are visiting the venue again this time, you must complete two or more vaccinations of the new corona vaccine.",complete,https://twitter.com/twitter/status/1561691549863673857
2022.08.22,12,27,1, ,@BukichiY そっか嫁きちさんはワクチン打てないですよね🥲乳児の居るご家庭は不安ですよね😭ぶきちさんご家族がご無事のまま世の中の流行り物が終息するのを祈ります🙏,"@BukichiY That's right, your wife can't vaccinate 🥲I'm worried about families with babies 😭I pray that Bukichi-san's family will be safe and the trend in the world will end 🙏",safe,https://twitter.com/twitter/status/1561691547296444416
2022.08.22,12,27,1, ,"RT @j_sato: 東京慈恵会医科大学　浦島充佳教授
・BCGは万能のパンデミック対策ワクチンになるかも
・BCGは安全、効果的、安価、長持ちと四拍子揃った理想的なワクチン
・日本がリーダーシップをとって、国際共同大規模臨床試験を提言したい","RT @j_sato: Professor Mitsuyoshi Urashima, Jikei University School of Medicine
BCG could be a universal pandemic vaccine
・BCG is an ideal vaccine that is safe, effective, inexpensive, and long lasting.
・Japan would like to take the leadership and propose international joint large-scale clinical trials.",ideal,https://twitter.com/twitter/status/1561691546713747456
2022.08.22,12,27,1, ,"ワクチンはって、言っちゃてますね。
成宮くん♥
慎重にもなりますよねぇ。
なんで、皆がコロナ恐いし打つ💉ってなるのかが不思議です。中身の方がヤバいやん💢
#ワクチン中止を求めます 
#ワクチン 
#mRNAワクチン
#遺伝子新薬 https://t.co/YrUSNUDwYV","You're talking about vaccines.
Narumiya-kun ♥
You'll have to be careful too.
I wonder why everyone is afraid of corona and beat it 💉. The contents are more dangerous 💢
# Call for cessation of vaccines
#vaccination 
#mRNA vaccine
#Genetic drug https://t.co/YrUSNUDwYV",careful,https://twitter.com/twitter/status/1561691545736060929
2022.08.22,12,27, ,1,"過去の出来事を見ればかなりの時間がかかりそうですね。
水俣病、薬害エイズ、アスベスト、子宮頸がんワクチン被害😩 https://t.co/P8pAs88HGj","Looking at past events, it seems that it will take a long time.
Minamata disease, drug AIDS, asbestos, cervical cancer vaccine damage 😩 https://t.co/P8pAs88HGj",damage,https://twitter.com/twitter/status/1561691605140385792
2022.08.22,12,27,1, ,RT @shiraishia_md: mRNAワクチンの有効性は接種後数週間でピークに達し、その後数か月で減弱していきます。もともとの須藤元気氏のツイートにあるように、BA5相手だと、2回接種で 35% 3回接種で3か月までだと65%でそれ以降は54%です。 https://t…,"RT @shiraishia_md: The effectiveness of mRNA vaccines peaks a few weeks after vaccination and then declines over the next few months. As shown in Genki Sudo's original tweet, with BA5, he is 35% with 2 doses, 65% with 3 doses up to 3 months, and 54% after that. https://t…",original,https://twitter.com/twitter/status/1561691603227463680
2022.08.22,12,27, ,1,"RT @You3_JP: サンテレビからニュース

ファイザー社は機密にしていたが、提出された文書には、心臓や脳、神経など、１２９１種類のワクチンの有害事象が報告が記されていた。

これだけ沢山の種類の有害事象があると、どれかにはあたってしまうんじゃないだろうか。 https:…","RT @You3_JP: News from Sun TV

The document, which Pfizer kept confidential, contained reports of 1,291 vaccine-related adverse events, including those affecting the heart, brain, and nerves.

With so many types of adverse events, I wonder if it will hit one of them. https:…",adverse,https://twitter.com/twitter/status/1561691602867097602
2022.08.22,12,27, ,1,"RT @Tamama0306: これが正常な報道です

🇦🇺オーストラリアのニュース詰め合わせ

コロナワクチンによる血栓症で集中治療室に運ばれました
18歳の医療従事者が接種後に血栓になりました
ファイザー製ワクチンで病気になった10代の少女が助けを求めています

呪詛 ht…","RT @Tamama0306: this is normal coverage

🇦🇺 Australian News Pack

I was taken to the intensive care unit for thrombosis from the corona vaccine
18-year-old health care worker develops blood clots after vaccination
Teenage girl sick from Pfizer vaccine seeks help

curse ht…",sick,https://twitter.com/twitter/status/1561691595875155968
2022.08.22,12,28, ,1,"RT @serast_km: ニュースで報道されると、どうしても思い出してしまうので、必死にコロナはただの風邪だと叫びマスクやワクチンを否定し報道が大袈裟だと言うのだ!
コロナ対策を語る人をコロナ脳だのバカ呼ばわりして一切否定するのは怖くてしょうがないので聞きたくないのだ。","RT @serast_km: When it's reported on the news, I can't help but remember it, so I desperately shout that corona is just a cold, deny masks and vaccines, and say the reports are exaggerated!
I don't want to hear it because it's scary to call people who talk about corona measures stupid and deny it at all.",deny,https://twitter.com/twitter/status/1561691655844945923
2022.08.22,12,28, ,1,RT @partyhike: 『公的機関の推奨を見るべき』というのはそのとおりで、医クラが『ワクチンで集団免疫が達成可能』という存在しない効能を謳う悪質なデマでワクチン接種を煽っていたけど、厚労省のHPには『新型コロナワクチンによって、集団免疫の効果があるかどうかは分かっておら…,"RT @partyhike: It's true that ``you should see the recommendations of public institutions'', and the medical club was fueling vaccination with a malicious hoax that claims that ``herd immunity can be achieved with vaccines'' that does not exist , On the website of the Ministry of Health, Labor and Welfare, ""I do not know whether the new corona vaccine has the effect of herd immunity ...",malicious,https://twitter.com/twitter/status/1561691655043813376
2022.08.22,12,28, ,1,"RT @nonaka_shin: 感染していざ苦しくなったら救急車を呼ぶくらいなら最初からワクチン打ちなさい...そうでなければ、家でがまんしなさい。

と、産科の医師が言ってたみたいですが...医師の立場で言ってるなら【電車でマスクしてない人を殴った男性】と変わらんレベルの暴…","RT @nonaka_shin: If you're sick of being infected, rather than call an ambulance, get vaccinated from the beginning...otherwise, stay at home.

That's what the obstetrician doctor said, but if you're talking from a doctor's point of view, it's the same level of violence as [the man who punched someone who wasn't wearing a mask on the train]...",sick,https://twitter.com/twitter/status/1561691730919198720
2022.08.22,12,28, ,1,"RT @Tamama0306: コロナワクチン後の死亡が急加速
生命保険金が258%に急増

オランダの保険会社エイゴンはロイターの記事でこう明らかにした

ワクチンがなかった2020年の支払額は3100万ドル
2021年を通じて3四半期にわたって積極的に接種した結果、支払いが…","RT @Tamama0306: Rapid acceleration of deaths after corona vaccine
Life insurance premiums surge to 258%

Dutch insurer Aegon said in a Reuters article:

$31 million paid in 2020 without a vaccine
Three quarters of aggressive inoculation throughout 2021 resulted in payments being…",aggressive,https://twitter.com/twitter/status/1561691728754921474
2022.08.22,12,28, ,1,"RT @io302: 妊婦・夫共に新型コロナウイルスワクチン未接種の夫婦。隔離期間は終わったのだが、発熱が続き入院している。

入院中だが夫婦そろって『もうかかったからいいじゃん』とノーマスク。医療者へのクレームも絶えない

結局ワクチン打たない、マスクつけない、って人達がなぜ…","RT @io302: Pregnant women and husbands who have not been vaccinated against the new coronavirus. The isolation period is over, but the fever continues and he is hospitalized.

Although he is in the hospital, he and his wife both said, ""It's okay because it's already taken,"" and no mask. Complaints to medical staff are constant

Why do people say they don't get vaccinated and don't wear masks after all...",no,https://twitter.com/twitter/status/1561691727823794177
2022.08.22,12,28, ,1,"@3104nachiko3104 かわいそうに😭
ワクチン接種できない年齢は、本当に辛いですよね
そんなに小さいのにそんな高熱が出て、どんなに辛いか
お母さんもそのお嬢さん見てるのも辛いですよね。
1日も早くよくなりますように、お祈りしています🙏
明日、野暮用帰りに厄神さんにお参りに行ってきます。
お母さんファイトです","@3104nachiko3104 Poor 😭
It's really hard at an age when you can't get vaccinated.
It's so painful to have such a high fever even though it's so small
It's hard for the mother to see the daughter.
I pray that the day will get better soon 🙏
Tomorrow, I'm going to visit Yakujin-san on my way home from work.
It's a mom fight",hard,https://twitter.com/twitter/status/1561691726154469376
2022.08.22,12,28, ,1,"RT @nagunagumomo: ワクチンを推進していた医療従事者は積極的に4回目のワクチンを打ち、秋にリリースされるオミクロン用のワクチンを5回目として接種してください。その後も継続して打つようにしてくださいね。

私は今後もワクチンは打ちません。どちらが健康で長生きするか…","RT @nagunagumomo: Medical workers who have been promoting vaccines should actively take the 4th vaccine, and the Omicron vaccine released in the fall as the 5th dose. Please continue to shoot after that.

I will never vaccinate again. Which one is healthier and lives longer?",never,https://twitter.com/twitter/status/1561691788645396480
2022.08.22,12,28,1, ,"RT @io302: 成人がん患者が体調悪化で入院。新型コロナウイルス感染予防でイベルメクチン内服継続していて、院内でも騒然としていた。

Twitter上では反ワクチンのイベルメクチン教は有名な話だが、一般集団ではまだ知られていないらしい。

悪化の原因はどう考えてもイベルメ…","RT @io302: Adult cancer patient hospitalized due to deterioration. He continued to take ivermectin to prevent infection with the new coronavirus, and there was a lot of turmoil in the hospital.

The anti-vaccine ivermectin cult is well-known on Twitter, but apparently still unknown to the general population.

No matter how you look at it, the cause of the deterioration is Iverme…",patient,https://twitter.com/twitter/status/1561691778348380162
2022.08.22,12,28,1, ,"RT @Tanuk_Ichi: これは名案(マジで)
""子宮頸がんワクチン""
ではなく
""子宮頸がん及び咽頭がん・肛門がん・陰茎がん予防ワクチン""
にすべきだったと思う。

たぶん日本人男性の99%くらいはクラミジアや淋菌やHIVは知ってても、発癌性HPVってのを知らないし興味…","RT @Tanuk_Ichi: this is a good idea (seriously)
""Cervical cancer vaccine""
not
""Vaccines for prevention of cervical cancer, pharyngeal cancer, anal cancer, and penile cancer""
I think it should have been

Probably about 99% of Japanese men know about chlamydia, gonorrhea and HIV, but they don't know about carcinogenic HPV and are interested...",good,https://twitter.com/twitter/status/1561691776347361281
2022.08.22,12,28,1, ,"RT @Awakend_Citizen: 「ノーマスク」「反ワクチン」の我々を批判する人は勘違いをしている

我々は「ルール」や集団心理に逆らうことに酔っているわけではない
むしろ正しく行動する常識人が多い

しかしコロナに関しては、明らかに国民にとって良くない目的で誘導し「ル…","RT @Awakend_Citizen: Those who criticize us for ""no masks"" and ""anti-vaccine"" are mistaken

We're not drunk on defying ""rules"" and group psychology
Rather, there are many common sense people who act correctly

However, regarding Corona, it is clearly not good for the people, and it is guided by ""ru...",good,https://twitter.com/twitter/status/1561691776188297221
2022.08.22,12,28, ,1,RT @gomaki19531: ワクチン誘発性の血管損傷は血液凝固を促進し、心臓発作、脳卒中、肺塞栓症などの凝固関連疾患は有害事象データベースにおいて一般的に多くみられる,"RT @gomaki19531: Vaccine-induced vascular injury promotes blood clotting, and clotting-related disorders such as heart attack, stroke, and pulmonary embolism are common in adverse event databases",adverse,https://twitter.com/twitter/status/1561691850742046721
2022.08.22,12,28,1, ,"RT @j_sato: 東京慈恵会医科大学　浦島充佳教授
・BCGは万能のパンデミック対策ワクチンになるかも
・BCGは安全、効果的、安価、長持ちと四拍子揃った理想的なワクチン
・日本がリーダーシップをとって、国際共同大規模臨床試験を提言したい","RT @j_sato: Professor Mitsuyoshi Urashima, Jikei University School of Medicine
BCG could be a universal pandemic vaccine
・BCG is an ideal vaccine that is safe, effective, inexpensive, and long lasting.
・Japan would like to take the leadership and propose international joint large-scale clinical trials.",ideal,https://twitter.com/twitter/status/1561691849634357248
2022.08.22,12,28, ,1,"RT @You3_JP: 日本の医学会では、コロナワクチンに関連した自己免疫疾患報告、接種後の副反応の報告であふれている。

サンテレビさんの反応
「国は被害を訴える声に向き合い、因果関係について実態調査に取り組む責任がある」

日本が一番遅れているのは間違いないな
#ワクチン…","RT @You3_JP: Japanese medical associations are flooded with reports of autoimmune diseases related to corona vaccines and side reactions after vaccination.

Sun TV's reaction
""The government has a responsibility to face the voices complaining about the damage and conduct a fact-finding survey on the causal relationship.""

Japan is definitely behind
#vaccination…",damage,https://twitter.com/twitter/status/1561691846270922752
2022.08.22,12,28,1, ,@takavet1 同じです。思いやりワクチンと同じ匂いがしています。気持ち悪い,@takavet1 Same. It smells like the compassion vaccine. Creepy,like,https://twitter.com/twitter/status/1561691844219908097
2022.08.22,12,28, ,1,"RT @mochamo2660: 女性セブンの9月1日号

買った。

8月13日に急逝された近藤誠さん追悼記事。『コロナワクチンの本当の怖さ』

コロナ対策に税金はどのくらい使われているのか？
『「コロナワクチンのコスパ」というタブー』

『新型コロナ「一度もならない人」「何…","RT @mochamo2660: Female Seven September 1st issue

bought.

A memorial article for Makoto Kondo, who passed away suddenly on August 13th. ""The true fear of the corona vaccine""

How much tax is used for corona measures?
""The taboo of 'cospa of corona vaccine'""

""New Corona"" People who have never done it """" What...",fear,https://twitter.com/twitter/status/1561691838238818304
